@relation letter-weka.filters.unsupervised.attribute.RandomProjection-N10-R10-DSparse1-weka.filters.unsupervised.attribute.RandomProjection-N16-R10-DSparse1

@attribute K1 numeric
@attribute K2 numeric
@attribute K3 numeric
@attribute K4 numeric
@attribute K5 numeric
@attribute K6 numeric
@attribute K7 numeric
@attribute K8 numeric
@attribute K9 numeric
@attribute K10 numeric
@attribute K11 numeric
@attribute K12 numeric
@attribute K13 numeric
@attribute K14 numeric
@attribute K15 numeric
@attribute K16 numeric
@attribute class {A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z}

@data
-9,-6,39,93,-99,-90,-39,0,-12,72,-63,54,-99,-75,-45,-6,V
3,6,60,150,-120,-141,-99,-12,3,138,-21,57,-126,-69,-33,-30,U
-0,-18,90,192,-141,-123,-117,24,9,108,-48,117,-114,-120,-42,-18,C
21,-27,57,3,-36,-60,-3,36,-18,90,-54,15,-93,-27,-63,-9,B
-51,12,60,135,-57,-54,-78,45,-24,63,-24,84,-78,-69,-33,-18,L
27,-45,24,-75,36,6,66,57,-60,45,-66,-21,-75,6,-36,21,T
-42,12,57,183,-126,-120,-93,3,-12,114,-54,87,-114,-72,-24,-18,U
18,-33,51,0,-24,-36,3,48,-30,69,-63,27,-78,-51,-69,-3,D
42,-33,60,42,-24,-75,-33,27,-9,150,-12,-0,-90,3,-3,-6,F
12,-21,51,66,-66,-69,-42,27,-21,72,-48,54,-93,-84,-63,-15,O
18,-18,45,111,-108,-129,-66,-36,33,171,-18,18,-84,-12,-3,-30,K
15,-12,30,105,-105,-99,-57,-15,-9,81,-54,54,-87,-75,-33,-12,M
45,-15,57,108,-99,-123,-96,0,-9,120,-15,57,-120,-117,-72,-39,Q
15,-27,60,36,-78,-84,-18,18,0,93,-69,33,-93,-30,-63,-15,B
18,-27,120,162,-102,-135,-105,45,15,207,-42,72,-120,-27,-12,-12,I
27,-36,96,60,-54,-81,-39,57,-3,150,-60,42,-96,-36,-48,0,J
21,-27,54,30,-57,-66,-18,27,-12,84,-60,33,-84,-51,-63,-9,D
-39,-12,45,84,-90,-81,-48,6,-3,84,-45,57,-87,-42,-75,-57,X
-21,15,99,222,-180,-177,-144,-3,27,138,-33,111,-150,-105,-54,-39,R
33,-12,42,63,-60,-78,-54,12,-18,78,-18,39,-96,-105,-60,-15,O
9,-21,63,66,-75,-81,-42,27,-9,93,-54,51,-96,-66,-66,-18,D
-36,21,84,219,-210,-204,-144,-33,30,138,-36,105,-171,-96,-81,-72,S
36,-9,51,117,-138,-144,-99,-24,6,117,-42,66,-111,-111,-90,-51,H
-3,0,72,105,-75,-96,-84,33,-18,90,-9,66,-129,-102,-75,-36,G
60,-30,75,51,-57,-75,-48,45,-15,93,-51,51,-93,-105,-66,9,A
3,-30,78,141,-96,-120,-78,12,12,195,-39,48,-99,-6,0,-24,Y
6,18,48,159,-183,-186,-96,-63,36,153,-63,51,-111,-42,-36,-30,M
27,-45,84,18,-21,-60,-12,60,-12,150,-54,15,-87,9,-39,-6,I
24,-27,96,156,-132,-150,-120,12,18,189,-42,81,-114,-69,-66,-54,J
9,-30,66,36,-45,-60,-24,45,-18,96,-54,39,-90,-42,-66,-18,S
-12,-6,60,165,-99,-90,-108,30,-30,78,-33,108,-108,-144,-63,-30,Q
0,-3,60,96,-75,-90,-72,27,-24,69,-15,63,-129,-102,-69,-30,G
24,-6,27,33,-63,-87,-42,-3,-27,60,-12,24,-120,-96,-90,-42,Q
-36,0,87,261,-213,-168,-141,-15,36,123,-75,141,-114,-105,-30,-27,D
15,-9,51,84,-78,-90,-63,18,-24,60,-21,57,-126,-105,-66,-24,G
18,-21,60,141,-108,-132,-90,-15,18,180,-15,42,-102,-45,-12,-33,U
57,-54,-27,-105,36,15,66,15,-69,6,-33,-33,-66,-75,-75,-9,U
69,-21,6,-12,-9,-39,-9,12,-51,30,-9,3,-93,-126,-60,6,H
27,-24,24,39,-45,-42,-24,21,-36,30,-45,45,-75,-102,-57,-3,U
12,-18,30,57,-60,-66,-42,15,-36,54,-33,48,-102,-102,-75,-30,Q
-27,-6,54,87,-81,-75,-51,24,-15,57,-42,66,-102,-69,-69,-33,E
45,-42,3,3,-33,-54,3,-3,-42,81,-39,-0,-90,-69,-48,-15,V
57,-27,84,132,-126,-138,-102,0,30,138,-21,66,-111,-102,-42,-18,L
27,-27,42,6,-21,-57,9,27,-27,108,-51,-6,-90,0,-18,12,V
36,-12,21,9,-42,-66,-27,6,-36,45,-15,18,-108,-105,-90,-30,Q
-21,-12,72,147,-81,-93,-105,24,3,129,3,75,-93,-66,-42,-54,E
-21,-36,75,123,-96,-87,-54,27,9,138,-72,69,-75,-6,-18,-21,T
0,-24,99,222,-156,-132,-129,24,18,126,-57,129,-108,-108,-21,-12,C
27,-21,63,60,-60,-75,-42,36,-21,87,-48,48,-102,-84,-60,-3,P
30,-18,72,132,-96,-108,-96,24,-12,117,-33,78,-111,-117,-54,-18,O
-9,-15,69,153,-129,-135,-84,-12,27,171,-45,57,-96,-24,-15,-30,X
54,-18,78,81,-84,-108,-72,24,-0,114,-33,51,-111,-102,-63,-6,A
24,-33,69,132,-108,-114,-87,3,18,162,-39,63,-81,-69,-36,-30,C
-15,0,102,174,-111,-129,-117,30,15,159,-24,84,-114,-54,-33,-30,L
-24,-9,87,183,-120,-120,-117,30,-6,126,-39,105,-120,-78,-48,-42,Z
33,-30,72,93,-75,-81,-63,39,-15,87,-45,69,-102,-96,-48,-3,C
12,-24,66,138,-105,-102,-72,18,-6,129,-72,75,-87,-66,-21,0,T
18,-24,45,48,-48,-51,-24,33,-27,57,-54,45,-81,-69,-45,3,X
51,-39,-0,48,-42,-51,-33,-3,-45,48,-9,30,-93,-132,-42,-15,U
-18,-15,36,78,-48,-45,-27,36,-45,57,-60,57,-87,-69,-36,0,U
-21,-21,48,60,-63,-60,-42,30,-24,63,-42,60,-93,-69,-90,-51,Z
-21,-36,66,144,-102,-84,-60,21,6,138,-81,78,-60,-15,-3,-12,Y
9,9,60,141,-144,-147,-105,-24,21,93,-18,69,-123,-90,-60,-42,K
72,-18,-3,6,-39,-60,-15,-18,-30,36,-15,0,-81,-102,-39,6,M
-3,-12,84,183,-165,-138,-102,0,30,102,-66,105,-105,-81,-30,-12,F
18,-15,33,33,-54,-81,-6,3,-21,117,-63,3,-90,-12,-27,3,W
-21,3,69,189,-177,-156,-117,-18,18,99,-51,105,-129,-96,-63,-48,X
9,-18,42,66,-75,-69,-33,18,-21,69,-75,54,-75,-63,-54,-6,L
36,-39,33,-21,-6,-39,24,30,-33,96,-51,-12,-81,-12,-30,9,V
-3,-18,90,180,-141,-138,-114,12,18,150,-45,96,-114,-81,-45,-36,S
-15,-3,90,177,-156,-150,-108,6,18,141,-63,96,-123,-75,-57,-33,D
-3,12,57,183,-150,-150,-117,-21,6,111,-27,84,-129,-111,-42,-30,N
9,-3,51,105,-129,-132,-57,-24,18,120,-60,42,-102,-45,-39,-15,M
45,-24,102,147,-120,-138,-108,24,18,153,-33,78,-123,-96,-42,-12,L
-30,-3,54,129,-123,-114,-78,-3,0,99,-48,75,-108,-72,-72,-51,T
-21,-9,120,207,-147,-153,-141,33,21,174,-36,114,-135,-84,-63,-51,Z
3,6,72,141,-138,-153,-99,-9,9,126,-33,66,-141,-78,-63,-39,F
15,-15,57,117,-87,-87,-72,21,-15,84,-42,72,-96,-99,-39,-6,X
15,-39,33,-36,12,-18,39,48,-48,75,-60,-9,-81,6,-36,6,Y
42,-18,57,72,-78,-90,-45,15,-6,87,-48,42,-96,-75,-33,12,P
33,-24,66,63,-84,-96,-60,21,-6,99,-45,54,-102,-90,-90,-33,Z
45,-12,9,42,-21,-30,-33,27,-66,9,-24,45,-87,-165,-57,15,N
12,15,51,138,-129,-135,-102,-18,3,81,-18,69,-123,-114,-60,-30,G
54,-48,87,54,-39,-78,-45,48,0,168,-36,27,-84,-33,-30,-3,J
9,-3,90,231,-195,-162,-138,-9,36,117,-72,129,-102,-120,-30,-6,H
-21,-6,54,69,-72,-87,-45,15,-9,96,-30,39,-108,-39,-66,-42,K
45,-48,69,-12,-9,-36,3,63,-24,99,-60,18,-75,-33,-57,6,J
51,-6,30,78,-54,-75,-63,15,-45,54,-18,48,-108,-144,-48,6,N
-18,-36,54,6,-30,-36,0,45,-18,78,-54,30,-75,-12,-78,-39,Z
-18,-9,30,72,-84,-78,-42,-3,-12,66,-39,48,-90,-72,-72,-42,D
-3,15,69,162,-162,-180,-117,-33,24,150,-21,63,-147,-75,-66,-57,E
-6,24,90,201,-183,-198,-150,-21,24,126,-6,93,-180,-105,-72,-60,K
39,-36,24,-24,-9,-39,27,21,-33,84,-51,-15,-78,-15,-27,12,V
48,-36,66,87,-45,-84,-60,27,-6,153,-15,27,-87,-30,6,-0,F
21,3,45,75,-54,-93,-66,9,-21,102,6,27,-117,-87,-51,-24,K
21,-15,63,147,-120,-117,-102,3,3,117,-39,84,-96,-120,-57,-27,O
18,-30,36,54,-60,-81,-27,-6,3,132,-30,9,-75,-12,-18,-21,U
54,-30,27,84,-51,-72,-63,15,-48,75,-12,48,-111,-135,-39,-9,U
51,-36,-3,6,-15,-30,-9,9,-54,30,-12,15,-87,-123,-54,-9,U
9,6,84,180,-156,-159,-123,-9,27,138,-33,87,-123,-105,-51,-27,A
15,-24,63,75,-84,-105,-48,6,9,138,-39,30,-99,-21,-39,-27,E
-78,36,60,192,-75,-81,-123,27,-15,84,24,93,-99,-90,-30,-45,L
3,-18,42,138,-108,-117,-81,-27,21,156,-15,42,-81,-45,-9,-36,U
18,-30,60,75,-66,-87,-45,15,3,141,-39,30,-81,-18,-24,-18,E
18,-6,45,66,-57,-69,-54,27,-33,45,-21,54,-111,-120,-72,-15,R
-18,-30,66,45,-33,-51,-27,54,-27,105,-48,42,-90,-15,-63,-36,I
24,-15,39,63,-78,-108,-33,-18,6,141,-33,3,-96,-12,-15,-12,N
33,-36,57,9,15,-15,-6,78,-57,66,-45,30,-84,-57,-39,18,I
-0,-9,48,168,-162,-129,-93,-30,27,99,-75,90,-66,-66,-27,-21,N
42,-39,51,30,-18,-51,-18,33,-15,117,-27,9,-72,-21,-9,6,F
3,-24,96,192,-141,-123,-111,24,21,135,-66,111,-90,-78,-21,-9,F
-12,-18,90,144,-123,-120,-84,27,6,135,-66,87,-114,-66,-57,-27,D
15,-12,75,141,-105,-123,-102,12,3,135,-15,69,-120,-93,-48,-33,G
27,-24,33,90,-84,-78,-33,15,-42,75,-90,60,-96,-99,-33,21,W
15,-6,42,63,-69,-102,-30,-3,-12,135,-48,9,-102,-15,-21,-3,W
12,-36,54,45,-18,-30,-0,66,-54,66,-75,42,-93,-36,-9,33,T
-18,0,117,210,-180,-171,-132,18,27,135,-51,120,-159,-108,-66,-33,Q
12,-9,60,138,-141,-138,-96,-18,18,105,-30,72,-117,-93,-60,-42,B
12,-15,24,-18,-18,-42,0,21,-36,45,-21,6,-96,-66,-87,-30,G
6,-27,63,42,-57,-72,-27,30,-6,105,-48,33,-90,-30,-60,-24,S
-3,-15,84,186,-168,-135,-105,3,27,102,-78,114,-96,-87,-39,-15,D
-12,-9,33,42,-63,-66,-27,9,-18,57,-39,36,-90,-57,-75,-36,R
-75,36,72,192,-63,-75,-123,45,-21,90,18,96,-99,-84,-24,-33,L
27,9,66,117,-126,-168,-114,-18,0,141,0,48,-162,-96,-96,-69,P
42,-18,9,-81,24,-24,33,15,-36,48,-3,-42,-81,-33,-69,-15,K
21,-39,57,6,-30,-54,-3,36,-12,108,-48,12,-81,-12,-51,-15,E
-3,-15,42,123,-135,-117,-57,-24,15,102,-69,60,-87,-51,-30,-18,H
-12,-21,63,162,-141,-105,-78,3,15,93,-81,99,-75,-75,-27,-9,Y
6,0,75,159,-144,-162,-105,-21,30,165,-24,57,-126,-54,-33,-36,H
3,-9,96,228,-195,-168,-138,-6,36,129,-60,126,-123,-123,-42,-21,G
-6,-18,72,36,-27,-51,-27,54,-15,99,-36,33,-84,-24,-57,-18,L
3,-24,21,39,-54,-45,-6,12,-27,57,-72,36,-60,-54,-45,-3,N
-12,-15,24,48,-78,-75,-27,-6,-15,78,-54,36,-81,-57,-81,-45,H
51,-45,0,-51,0,-24,42,15,-54,51,-54,-18,-81,-48,-48,6,V
21,6,66,123,-105,-123,-93,-0,9,114,-18,57,-108,-93,-48,-18,A
6,-12,45,135,-123,-129,-66,-27,15,150,-54,42,-90,-24,0,-12,V
12,-18,51,93,-93,-81,-66,18,-15,45,-42,78,-99,-114,-75,-27,S
6,-12,69,159,-153,-141,-102,-15,27,111,-42,84,-108,-78,-45,-36,B
0,-45,84,144,-87,-84,-66,45,-6,156,-81,81,-75,-24,0,0,T
21,0,48,135,-150,-174,-108,-48,18,159,-18,45,-132,-69,-69,-69,Y
18,-15,27,-18,-15,-36,3,30,-42,36,-33,12,-93,-75,-84,-15,Q
12,-9,60,141,-141,-129,-93,-9,9,84,-51,84,-108,-87,-54,-30,D
12,-9,36,69,-81,-99,-27,-6,-15,114,-63,21,-99,-27,-24,-0,W
15,-24,12,-21,-21,-27,9,18,-39,24,-39,15,-75,-78,-87,-24,Q
-9,-9,90,219,-168,-150,-120,-0,30,150,-69,108,-99,-63,-6,-9,K
-36,-15,45,63,-72,-66,-33,18,-12,72,-48,51,-87,-39,-75,-48,X
27,-3,45,87,-111,-120,-69,-18,6,81,-24,45,-114,-93,-66,-30,E
-24,-6,69,156,-120,-102,-99,21,-6,63,-36,105,-114,-105,-63,-39,S
-30,-3,102,264,-201,-174,-144,-6,42,171,-72,129,-111,-75,-12,-21,X
18,-33,57,24,-15,-42,3,57,-42,87,-63,21,-96,-9,-15,21,T
-24,15,66,174,-147,-144,-114,-9,6,99,-27,90,-135,-102,-63,-45,R
3,-33,36,78,-54,-54,-36,15,-12,105,-45,42,-54,-42,-21,-15,U
45,-30,75,144,-153,-159,-126,-18,27,159,-30,81,-111,-111,-93,-72,Z
33,-9,75,84,-117,-135,-72,3,9,108,-39,51,-135,-87,-84,-30,K
12,-3,30,114,-102,-108,-54,-18,-12,114,-57,42,-93,-72,-18,3,W
-21,12,69,186,-153,-159,-120,-24,27,147,-24,75,-117,-51,-33,-48,T
27,-45,84,18,-21,-60,-12,60,-12,150,-54,15,-87,9,-39,-6,I
120,-60,33,-63,21,-36,3,36,-42,93,-9,-21,-87,-99,-72,-0,J
6,-12,48,99,-111,-123,-57,-24,21,138,-36,30,-96,-27,-30,-30,H
27,-21,42,-18,-21,-39,9,39,-33,48,-54,15,-87,-63,-75,3,P
33,-33,45,-3,-18,-45,-0,36,-27,81,-42,9,-84,-33,-48,-3,P
-3,-3,48,147,-111,-108,-78,-0,-12,108,-54,72,-99,-90,-27,-6,N
-6,-36,60,12,-6,-21,3,69,-39,72,-60,33,-78,-12,-48,-6,I
18,6,51,69,-57,-102,-63,6,-12,111,9,18,-123,-63,-48,-27,K
48,-12,57,84,-90,-126,-87,-3,-6,126,-6,39,-126,-99,-78,-45,Q
21,-3,39,39,-51,-69,-36,6,-3,66,-15,21,-78,-60,-48,-12,A
-30,-6,93,213,-147,-129,-138,27,3,105,-39,132,-123,-111,-60,-48,Z
-30,-15,72,165,-105,-87,-105,36,-15,75,-33,114,-105,-111,-63,-45,S
9,0,99,186,-159,-171,-144,3,21,159,-27,99,-141,-114,-84,-57,Z
-6,-30,60,18,-15,-33,-3,60,-33,78,-54,30,-84,-12,-48,-9,I
9,-18,78,123,-126,-117,-75,12,15,105,-60,78,-105,-81,-57,-18,D
9,0,63,123,-81,-93,-90,33,-33,69,-21,81,-129,-135,-66,-18,R
30,-42,24,-42,-3,-24,30,27,-30,69,-51,-9,-63,-15,-54,-9,F
15,6,54,78,-66,-81,-63,27,-27,48,-21,57,-117,-117,-69,-9,R
15,-9,57,114,-120,-135,-66,-18,15,144,-51,39,-105,-27,-24,-18,M
-3,-21,60,141,-114,-90,-72,15,0,90,-75,90,-72,-75,-30,-6,D
21,-15,33,48,-78,-87,-18,0,-21,69,-60,27,-108,-54,-42,0,V
6,-15,33,6,-39,-51,-18,21,-27,36,-21,27,-99,-81,-96,-39,G
60,-27,75,90,-102,-108,-63,18,6,108,-60,60,-99,-108,-51,12,M
6,-27,84,162,-135,-111,-87,24,9,105,-84,105,-90,-75,-30,-3,F
-63,6,45,135,-66,-42,-69,36,-24,36,-33,93,-66,-81,-39,-24,L
33,3,48,156,-162,-156,-114,-42,24,102,-33,75,-105,-114,-54,-33,G
33,-15,39,54,-81,-99,-36,-6,-9,96,-45,24,-102,-57,-48,-12,V
18,-27,93,141,-120,-108,-87,39,0,99,-69,102,-111,-108,-57,-6,I
-3,-12,72,90,-63,-72,-60,42,-12,87,-36,63,-93,-66,-51,-15,L
-15,-3,99,216,-186,-174,-135,-6,36,159,-54,111,-129,-90,-54,-42,D
-24,3,63,195,-138,-123,-126,3,-3,99,-27,111,-114,-138,-63,-45,Q
-27,-9,75,165,-129,-117,-96,18,-3,102,-54,99,-117,-75,-51,-36,X
-12,9,78,225,-198,-189,-141,-45,57,168,-30,90,-114,-72,-27,-45,H
6,-12,36,69,-96,-90,-36,-9,0,78,-63,42,-78,-48,-51,-18,R
15,-30,21,-30,-6,-15,18,36,-45,24,-45,15,-75,-66,-81,-15,O
21,-45,48,39,-39,-42,-6,42,-30,93,-81,39,-66,-39,-33,9,T
18,-21,39,81,-105,-93,-48,-3,-9,66,-66,60,-90,-81,-63,-21,B
0,-21,63,120,-93,-114,-63,3,6,162,-36,39,-105,-18,-9,-21,Y
27,-12,12,18,-51,-69,3,-6,-33,75,-60,3,-90,-54,-39,9,W
3,-6,60,180,-156,-162,-108,-45,48,183,-27,54,-90,-27,0,-36,K
36,-18,27,-9,-18,-45,-12,24,-39,51,-21,12,-93,-93,-84,-18,P
-33,-21,90,159,-105,-93,-93,45,-3,111,-54,105,-99,-60,-48,-36,Z
18,-9,51,126,-126,-126,-69,-27,30,123,-42,45,-84,-42,-6,-6,H
-6,3,93,243,-168,-144,-153,9,24,105,-36,135,-108,-129,-24,-15,S
30,-48,72,-9,-6,-42,6,60,-18,129,-54,6,-78,3,-45,-3,I
-0,-6,57,138,-135,-147,-84,-33,33,162,-30,42,-102,-27,-24,-39,H
-6,6,42,141,-132,-132,-78,-27,6,108,-45,57,-108,-60,-27,-21,M
-9,-6,75,147,-141,-135,-102,-6,27,102,-27,81,-114,-63,-57,-51,Z
39,-39,24,-15,-9,-24,30,42,-60,36,-72,12,-93,-54,-33,30,Y
-51,6,36,45,-15,-21,-27,42,-33,39,-18,42,-66,-45,-63,-33,L
3,-9,45,87,-99,-111,-48,-9,-3,120,-57,36,-99,-30,-42,-24,A
21,-21,42,69,-72,-105,-33,-12,3,162,-42,3,-87,12,-3,-12,W
-18,-39,57,114,-96,-78,-45,12,12,123,-72,63,-57,-6,-12,-21,Y
-0,-6,63,174,-162,-147,-96,-27,33,147,-75,78,-78,-42,-18,-18,F
-75,36,51,126,-39,-54,-81,36,-24,63,18,63,-90,-63,-39,-36,L
18,-21,9,21,-57,-54,-3,-6,-24,45,-57,21,-69,-60,-51,-9,M
24,-36,9,-45,9,-21,30,18,-39,75,-33,-21,-66,-21,-54,-18,U
-24,21,60,186,-156,-135,-111,-21,27,96,-45,93,-87,-90,-36,-21,A
12,-24,12,-45,12,-6,24,36,-54,18,-33,3,-75,-60,-81,-18,D
48,-30,51,39,-30,-78,-33,15,-6,138,-6,-3,-90,-12,-6,-6,F
-24,-12,66,132,-96,-87,-75,30,-15,87,-54,87,-99,-72,-51,-27,X
-3,-21,42,78,-60,-72,-36,18,-24,102,-42,39,-96,-51,-33,-15,U
-6,3,72,183,-171,-165,-105,-24,27,153,-66,81,-114,-66,-36,-24,M
-15,15,42,183,-186,-174,-108,-60,30,138,-60,72,-102,-54,-39,-45,M
18,-18,51,27,-24,-57,-30,39,-33,81,-15,24,-108,-69,-66,-21,C
-24,6,63,165,-105,-105,-108,18,-15,87,-18,93,-117,-108,-51,-36,D
18,9,45,117,-144,-153,-78,-36,9,99,-42,48,-132,-75,-54,-27,O
39,0,66,144,-153,-192,-126,-42,24,183,-6,45,-147,-72,-69,-69,Y
-3,-3,36,93,-105,-111,-33,-15,-9,114,-75,33,-102,-33,-24,-0,W
54,-30,48,81,-81,-105,-75,3,-15,120,-24,45,-105,-99,-66,-36,Q
30,-27,18,-51,9,-15,27,33,-45,33,-36,-6,-75,-54,-72,-6,O
-0,-6,48,189,-147,-111,-99,-12,9,63,-57,105,-81,-108,-6,3,U
27,-12,87,198,-177,-171,-132,-24,51,147,-27,90,-114,-90,-24,-27,L
63,-24,-3,15,-39,-51,-12,-6,-45,30,-33,15,-84,-117,-45,9,M
18,-30,45,114,-111,-87,-54,-3,9,78,-66,69,-66,-69,-18,-0,Y
24,-30,66,132,-90,-111,-87,6,9,171,-21,51,-90,-57,-18,-27,C
-21,-33,45,-3,-24,-24,9,45,-24,51,-54,30,-72,-21,-78,-33,Z
57,-48,66,-24,-3,-36,6,60,-24,99,-54,9,-75,-36,-57,9,J
-21,0,72,186,-177,-147,-111,-12,21,93,-69,111,-111,-87,-60,-39,X
-15,-6,75,126,-81,-105,-96,21,3,126,6,60,-114,-51,-48,-54,E
36,-33,42,-33,-6,-39,15,39,-33,72,-39,-3,-93,-39,-66,-6,G
-72,30,78,183,-81,-90,-114,33,0,114,0,87,-90,-51,-24,-36,L
-3,-36,60,6,-0,-18,6,72,-42,72,-60,30,-78,-12,-48,-3,I
15,-3,57,69,-66,-93,-66,12,-3,114,-15,36,-93,-72,-72,-36,A
-39,-6,96,228,-162,-138,-120,15,24,138,-66,120,-105,-60,-12,-18,X
-42,18,9,3,9,-12,-9,24,-42,12,15,9,-75,-57,-69,-36,L
-3,-33,60,99,-78,-78,-42,24,-6,132,-72,54,-72,-24,-21,-9,T
6,-39,60,117,-90,-69,-45,21,9,105,-78,69,-48,-30,6,12,T
33,-24,57,42,-51,-90,-39,15,-6,135,-18,12,-105,-45,-51,-24,C
78,-36,-36,-111,15,-9,63,-15,-51,3,-33,-48,-60,-78,-72,3,M
-6,-3,66,117,-129,-129,-69,-6,15,120,-57,60,-111,-63,-60,-27,H
18,-18,57,45,-66,-75,-30,27,-15,72,-54,42,-99,-66,-66,-9,R
3,-21,15,15,-48,-54,-3,0,-24,75,-54,15,-69,-45,-66,-27,N
96,-57,42,-105,42,-9,39,60,-45,72,-36,-27,-75,-66,-87,9,J
21,-33,111,120,-75,-111,-78,54,3,192,-48,57,-111,-18,-21,-9,I
-57,-24,90,150,-108,-87,-81,45,3,108,-60,105,-96,-42,-60,-51,Z
30,-18,9,9,-54,-75,0,-15,-27,96,-57,-3,-84,-51,-57,-12,W
-33,12,63,126,-57,-66,-81,39,-18,78,-15,72,-84,-66,-33,-18,L
24,-18,63,96,-78,-102,-75,15,-6,123,-15,48,-111,-84,-54,-30,G
30,-24,66,123,-117,-102,-78,15,0,69,-57,87,-99,-108,-48,-6,G
-12,-18,111,174,-93,-108,-105,63,-12,147,-51,99,-120,-42,-18,-12,I
-6,-21,33,45,-51,-51,-30,24,-33,57,-42,48,-87,-87,-84,-36,O
15,-21,42,54,-57,-57,-27,24,-21,57,-51,45,-81,-72,-45,0,X
6,-36,72,117,-105,-87,-57,18,21,114,-69,72,-63,-42,-21,-6,T
33,-12,39,30,-48,-78,-39,12,-24,84,-18,21,-105,-87,-78,-27,P
-3,-15,48,84,-66,-63,-57,30,-27,63,-39,69,-90,-108,-75,-27,Q
-6,-3,51,162,-126,-117,-102,-0,-15,72,-27,93,-129,-129,-54,-33,Q
-15,6,87,210,-168,-162,-135,-0,12,117,-39,111,-144,-96,-48,-39,B
15,-21,54,96,-108,-87,-51,9,3,51,-66,72,-84,-75,-42,-3,G
48,-42,0,-48,-0,-27,39,12,-51,57,-48,-21,-81,-42,-45,3,V
45,-12,57,84,-72,-90,-63,21,-18,81,-30,51,-108,-111,-45,6,P
-18,6,57,180,-150,-144,-105,-21,12,129,-45,81,-111,-78,-36,-33,D
12,0,87,174,-132,-162,-129,-3,18,171,0,69,-144,-87,-45,-45,G
54,-36,42,24,-24,-60,-6,27,-30,111,-42,3,-93,-42,-9,24,Y
-30,9,93,171,-93,-105,-114,36,9,129,-12,87,-99,-63,-30,-27,L
-9,-15,66,36,-24,-45,-27,54,-21,84,-33,36,-84,-36,-60,-18,L
-12,-9,66,114,-69,-102,-96,21,-12,156,6,54,-114,-87,-81,-69,C
-3,-27,81,93,-96,-105,-60,21,15,141,-48,54,-99,-33,-60,-39,Z
33,-6,63,87,-90,-102,-69,6,12,96,-27,48,-90,-87,-51,-9,A
36,-18,45,102,-111,-123,-60,-21,9,117,-39,36,-105,-54,-18,-9,V
-6,-18,81,84,-87,-105,-54,27,3,135,-48,48,-114,-33,-63,-33,E
9,-6,57,120,-75,-81,-84,30,-27,78,-30,78,-99,-117,-54,-15,O
3,9,99,189,-153,-168,-129,9,12,141,-33,93,-156,-96,-51,-27,R
39,-42,45,-36,-6,-33,30,39,-21,90,-60,-9,-69,-9,-42,12,F
48,-24,72,99,-105,-114,-78,0,30,114,-21,51,-90,-78,-39,-15,L
39,-18,27,6,-39,-63,-24,12,-33,48,-18,18,-105,-93,-84,-27,Q
-15,-24,90,129,-111,-114,-78,24,18,150,-51,72,-102,-36,-51,-39,Z
27,3,51,84,-57,-93,-72,12,-15,99,6,33,-111,-90,-42,-15,K
15,-12,33,51,-51,-54,-33,21,-30,42,-39,45,-84,-93,-57,-6,O
-3,9,60,135,-162,-165,-99,-30,15,96,-30,69,-153,-90,-87,-60,S
54,-21,42,9,-27,-51,-15,33,-33,51,-36,21,-93,-90,-54,15,P
-81,42,69,231,-99,-102,-147,21,-6,96,27,108,-108,-99,-21,-45,L
-12,-12,63,132,-93,-96,-87,21,-12,102,-30,78,-105,-81,-54,-39,E
6,-0,54,108,-120,-129,-75,-18,15,105,-30,48,-111,-54,-51,-36,K
6,6,66,159,-150,-144,-108,-21,30,111,-36,78,-99,-81,-45,-30,A
0,-15,105,156,-138,-153,-96,15,27,186,-57,72,-126,-39,-42,-27,F
-6,3,51,141,-156,-156,-75,-42,30,147,-60,48,-105,-33,-30,-27,M
-15,6,105,201,-168,-174,-135,6,24,153,-36,102,-153,-90,-63,-45,B
27,-21,48,129,-120,-141,-81,-42,39,183,-15,24,-84,-15,3,-33,K
6,-27,39,15,-42,-54,9,21,-18,102,-75,12,-69,-12,-42,0,N
36,-27,84,132,-120,-132,-90,6,24,147,-36,63,-108,-63,-30,-18,L
12,-15,36,27,-42,-48,-18,27,-30,36,-42,36,-87,-72,-63,-9,R
21,-3,39,132,-153,-153,-90,-45,15,123,-51,57,-105,-75,-57,-42,P
63,-9,30,36,-24,-57,-45,27,-51,48,-9,30,-105,-144,-60,9,H
24,-45,36,-33,9,-21,33,42,-33,96,-57,-12,-63,15,-30,3,Y
6,12,48,90,-87,-108,-84,3,-18,78,-3,54,-129,-129,-99,-48,R
-0,-6,69,99,-111,-120,-63,3,12,117,-45,51,-114,-57,-60,-27,H
45,-15,60,60,-63,-90,-48,24,-18,96,-36,36,-111,-87,-51,3,P
-24,21,84,237,-225,-219,-147,-57,63,180,-39,90,-138,-57,-36,-54,K
45,-27,99,150,-102,-120,-105,33,12,159,-42,78,-96,-72,-18,0,J
27,-12,45,117,-99,-96,-81,-0,-6,75,-30,69,-90,-114,-45,-15,U
54,-30,24,-24,-18,-48,-0,18,-36,60,-30,0,-90,-72,-72,-12,Q
-12,0,75,174,-105,-111,-120,30,-21,96,-12,102,-135,-135,-60,-36,G
-21,-6,51,111,-96,-84,-63,12,-6,81,-57,72,-78,-63,-54,-27,D
24,-15,45,162,-153,-126,-99,-27,18,90,-60,90,-75,-102,-33,-18,Y
